Produit*_(sp.fk_product);Fournisseur*_(sp.fk_soc);Réf._produit_fournisseur_(sp.ref_fourn);Quantité minimum* (sp.quantity);Taux TVA (sp.tva_tx);Prix quantité min. HT* (sp.price);Prix unitaire HT* (sp.unitprice);Remise par défaut quantité min. (sp.remise_percent)
ZCTCL336_14BOPAL-IP65+DimDSI;ELKOVO;ZCTCL336_14BOPAL-IP65+DimDSI;1;20;161.84;161.84;0
ZCTCL336_14BOPAL-IP65+NZ;ELKOVO;ZCTCL336_14BOPAL-IP65+NZ;1;20;147.04;147.04;0
ZCTCL355_14BOPAL-IP65;ELKOVO;ZCTCL355_14BOPAL-IP65;1;20;111.44;111.44;0
ZCTCL355_14BOPAL-IP65+Dim1-10V;ELKOVO;ZCTCL355_14BOPAL-IP65+Dim1-10V;1;20;149.16;149.16;0
ZCTCL355_14BOPAL-IP65+DimDALI;ELKOVO;ZCTCL355_14BOPAL-IP65+DimDALI;1;20;155.68;155.68;0
ZCTCL355_14BOPAL-IP65+DimDSI;ELKOVO;ZCTCL355_14BOPAL-IP65+DimDSI;1;20;165.28;165.28;0
ZCTCL355_14BOPAL-IP65+NZ;ELKOVO;ZCTCL355_14BOPAL-IP65+NZ;1;20;149.44;149.44;0
ZC118_M598PLEXI-IP54;ELKOVO;ZC118_M598PLEXI-IP54;1;20;72.76;72.76;0
ZC118_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC118_M598PLEXI-IP54+Dim1-10V;1;20;88.2;88.2;0
ZC118_M598PLEXI-IP54+DimDALI;ELKOVO;ZC118_M598PLEXI-IP54+DimDALI;1;20;93.68;93.68;0
ZC118_M598PLEXI-IP54+DimDSI;ELKOVO;ZC118_M598PLEXI-IP54+DimDSI;1;20;98.12;98.12;0
ZC118_M598PLEXI-IP54+NZ;ELKOVO;ZC118_M598PLEXI-IP54+NZ;1;20;110.76;110.76;0
ZC218_M598PLEXI-IP54;ELKOVO;ZC218_M598PLEXI-IP54;1;20;72.76;72.76;0
ZC218_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC218_M598PLEXI-IP54+Dim1-10V;1;20;91.64;91.64;0
ZC218_M598PLEXI-IP54+DimDALI;ELKOVO;ZC218_M598PLEXI-IP54+DimDALI;1;20;96.4;96.4;0
ZC218_M598PLEXI-IP54+DimDSI;ELKOVO;ZC218_M598PLEXI-IP54+DimDSI;1;20;101.96;101.96;0
ZC218_M598PLEXI-IP54+NZ;ELKOVO;ZC218_M598PLEXI-IP54+NZ;1;20;110.76;110.76;0
ZC318_M598PLEXI-IP54;ELKOVO;ZC318_M598PLEXI-IP54;1;20;80.44;80.44;0
ZC318_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC318_M598PLEXI-IP54+Dim1-10V;1;20;104.12;104.12;0
ZC318_M598PLEXI-IP54+DimDALI;ELKOVO;ZC318_M598PLEXI-IP54+DimDALI;1;20;108.76;108.76;0
ZC318_M598PLEXI-IP54+DimDSI;ELKOVO;ZC318_M598PLEXI-IP54+DimDSI;1;20;121.16;121.16;0
ZC318_M598PLEXI-IP54+NZ;ELKOVO;ZC318_M598PLEXI-IP54+NZ;1;20;118.44;118.44;0
ZC418_M598PLEXI-IP54;ELKOVO;ZC418_M598PLEXI-IP54;1;20;80.44;80.44;0
ZC418_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC418_M598PLEXI-IP54+Dim1-10V;1;20;104.12;104.12;0
ZC418_M598PLEXI-IP54+DimDALI;ELKOVO;ZC418_M598PLEXI-IP54+DimDALI;1;20;108.76;108.76;0
ZC418_M598PLEXI-IP54+DimDSI;ELKOVO;ZC418_M598PLEXI-IP54+DimDSI;1;20;121.16;121.16;0
ZC418_M598PLEXI-IP54+NZ;ELKOVO;ZC418_M598PLEXI-IP54+NZ;1;20;118.44;118.44;0
ZC136_M598PLEXI-IP54;ELKOVO;ZC136_M598PLEXI-IP54;1;20;72.76;72.76;0
ZC136_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC136_M598PLEXI-IP54+Dim1-10V;1;20;88.2;88.2;0
ZC136_M598PLEXI-IP54+DimDALI;ELKOVO;ZC136_M598PLEXI-IP54+DimDALI;1;20;93.68;93.68;0
ZC136_M598PLEXI-IP54+DimDSI;ELKOVO;ZC136_M598PLEXI-IP54+DimDSI;1;20;98.12;98.12;0
ZC136_M598PLEXI-IP54+NZ;ELKOVO;ZC136_M598PLEXI-IP54+NZ;1;20;110.76;110.76;0
ZC236_M598PLEXI-IP54;ELKOVO;ZC236_M598PLEXI-IP54;1;20;79.12;79.12;0
ZC236_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC236_M598PLEXI-IP54+Dim1-10V;1;20;97.96;97.96;0
ZC236_M598PLEXI-IP54+DimDALI;ELKOVO;ZC236_M598PLEXI-IP54+DimDALI;1;20;102.72;102.72;0
ZC236_M598PLEXI-IP54+DimDSI;ELKOVO;ZC236_M598PLEXI-IP54+DimDSI;1;20;108.28;108.28;0
ZC236_M598PLEXI-IP54+NZ;ELKOVO;ZC236_M598PLEXI-IP54+NZ;1;20;117.12;117.12;0
ZC336_M598PLEXI-IP54;ELKOVO;ZC336_M598PLEXI-IP54;1;20;142;142;0
ZC336_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC336_M598PLEXI-IP54+Dim1-10V;1;20;176.28;176.28;0
ZC336_M598PLEXI-IP54+DimDALI;ELKOVO;ZC336_M598PLEXI-IP54+DimDALI;1;20;186.52;186.52;0
ZC336_M598PLEXI-IP54+DimDSI;ELKOVO;ZC336_M598PLEXI-IP54+DimDSI;1;20;196.52;196.52;0
ZC336_M598PLEXI-IP54+NZ;ELKOVO;ZC336_M598PLEXI-IP54+NZ;1;20;180;180;0
ZC436_M598PLEXI-IP54;ELKOVO;ZC436_M598PLEXI-IP54;1;20;142;142;0
ZC436_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC436_M598PLEXI-IP54+Dim1-10V;1;20;179.72;179.72;0
ZC436_M598PLEXI-IP54+DimDALI;ELKOVO;ZC436_M598PLEXI-IP54+DimDALI;1;20;186.52;186.52;0
ZC436_M598PLEXI-IP54+DimDSI;ELKOVO;ZC436_M598PLEXI-IP54+DimDSI;1;20;200.36;200.36;0
ZC436_M598PLEXI-IP54+NZ;ELKOVO;ZC436_M598PLEXI-IP54+NZ;1;20;180;180;0
ZC114_M598PLEXI-IP54;ELKOVO;ZC114_M598PLEXI-IP54;1;20;76.88;76.88;0
ZC114_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC114_M598PLEXI-IP54+Dim1-10V;1;20;94.04;94.04;0
ZC114_M598PLEXI-IP54+DimDALI;ELKOVO;ZC114_M598PLEXI-IP54+DimDALI;1;20;98.16;98.16;0
ZC114_M598PLEXI-IP54+DimDSI;ELKOVO;ZC114_M598PLEXI-IP54+DimDSI;1;20;102.6;102.6;0
ZC114_M598PLEXI-IP54+NZ;ELKOVO;ZC114_M598PLEXI-IP54+NZ;1;20;114.88;114.88;0
ZC214_M598PLEXI-IP54;ELKOVO;ZC214_M598PLEXI-IP54;1;20;76.88;76.88;0
ZC214_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC214_M598PLEXI-IP54+Dim1-10V;1;20;95.76;95.76;0
ZC214_M598PLEXI-IP54+DimDALI;ELKOVO;ZC214_M598PLEXI-IP54+DimDALI;1;20;100.56;100.56;0
ZC214_M598PLEXI-IP54+DimDSI;ELKOVO;ZC214_M598PLEXI-IP54+DimDSI;1;20;105;105;0
ZC214_M598PLEXI-IP54+NZ;ELKOVO;ZC214_M598PLEXI-IP54+NZ;1;20;114.88;114.88;0
ZC414_M598PLEXI-IP54;ELKOVO;ZC414_M598PLEXI-IP54;1;20;84.56;84.56;0
ZC414_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC414_M598PLEXI-IP54+Dim1-10V;1;20;109.6;109.6;0
ZC414_M598PLEXI-IP54+DimDALI;ELKOVO;ZC414_M598PLEXI-IP54+DimDALI;1;20;108.92;108.92;0
ZC414_M598PLEXI-IP54+DimDSI;ELKOVO;ZC414_M598PLEXI-IP54+DimDSI;1;20;125.72;125.72;0
ZC414_M598PLEXI-IP54+NZ;ELKOVO;ZC414_M598PLEXI-IP54+NZ;1;20;122.56;122.56;0
ZC424_M598PLEXI-IP54;ELKOVO;ZC424_M598PLEXI-IP54;1;20;87.44;87.44;0
ZC424_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC424_M598PLEXI-IP54+Dim1-10V;1;20;115.44;115.44;0
ZC424_M598PLEXI-IP54+DimDALI;ELKOVO;ZC424_M598PLEXI-IP54+DimDALI;1;20;117.28;117.28;0
ZC424_M598PLEXI-IP54+DimDSI;ELKOVO;ZC424_M598PLEXI-IP54+DimDSI;1;20;127.88;127.88;0
ZC424_M598PLEXI-IP54+NZ;ELKOVO;ZC424_M598PLEXI-IP54+NZ;1;20;125.44;125.44;0
ZC128_M598PLEXI-IP54;ELKOVO;ZC128_M598PLEXI-IP54;1;20;76.88;76.88;0
ZC128_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC128_M598PLEXI-IP54+Dim1-10V;1;20;94.04;94.04;0
ZC128_M598PLEXI-IP54+DimDALI;ELKOVO;ZC128_M598PLEXI-IP54+DimDALI;1;20;98.16;98.16;0
ZC128_M598PLEXI-IP54+DimDSI;ELKOVO;ZC128_M598PLEXI-IP54+DimDSI;1;20;102.6;102.6;0
ZC128_M598PLEXI-IP54+NZ;ELKOVO;ZC128_M598PLEXI-IP54+NZ;1;20;114.88;114.88;0
ZC154_M598PLEXI-IP54;ELKOVO;ZC154_M598PLEXI-IP54;1;20;76.88;76.88;0
ZC154_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC154_M598PLEXI-IP54+Dim1-10V;1;20;94.04;94.04;0
ZC154_M598PLEXI-IP54+DimDALI;ELKOVO;ZC154_M598PLEXI-IP54+DimDALI;1;20;98.16;98.16;0
ZC154_M598PLEXI-IP54+DimDSI;ELKOVO;ZC154_M598PLEXI-IP54+DimDSI;1;20;102.6;102.6;0
ZC154_M598PLEXI-IP54+NZ;ELKOVO;ZC154_M598PLEXI-IP54+NZ;1;20;114.88;114.88;0
ZC228_M598PLEXI-IP54;ELKOVO;ZC228_M598PLEXI-IP54;1;20;83.24;83.24;0
ZC228_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC228_M598PLEXI-IP54+Dim1-10V;1;20;102.08;102.08;0
ZC228_M598PLEXI-IP54+DimDALI;ELKOVO;ZC228_M598PLEXI-IP54+DimDALI;1;20;106.88;106.88;0
ZC228_M598PLEXI-IP54+DimDSI;ELKOVO;ZC228_M598PLEXI-IP54+DimDSI;1;20;111.36;111.36;0
ZC228_M598PLEXI-IP54+NZ;ELKOVO;ZC228_M598PLEXI-IP54+NZ;1;20;121.24;121.24;0
ZC254_M598PLEXI-IP54;ELKOVO;ZC254_M598PLEXI-IP54;1;20;83.24;83.24;0
ZC254_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC254_M598PLEXI-IP54+Dim1-10V;1;20;102.08;102.08;0
ZC254_M598PLEXI-IP54+DimDALI;ELKOVO;ZC254_M598PLEXI-IP54+DimDALI;1;20;106.88;106.88;0
ZC254_M598PLEXI-IP54+DimDSI;ELKOVO;ZC254_M598PLEXI-IP54+DimDSI;1;20;111.36;111.36;0
ZC254_M598PLEXI-IP54+NZ;ELKOVO;ZC254_M598PLEXI-IP54+NZ;1;20;121.24;121.24;0
ZC428_M598PLEXI-IP54;ELKOVO;ZC428_M598PLEXI-IP54;1;20;148.8;148.8;0
ZC428_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC428_M598PLEXI-IP54+Dim1-10V;1;20;186.52;186.52;0
ZC428_M598PLEXI-IP54+DimDALI;ELKOVO;ZC428_M598PLEXI-IP54+DimDALI;1;20;196.12;196.12;0
ZC428_M598PLEXI-IP54+DimDSI;ELKOVO;ZC428_M598PLEXI-IP54+DimDSI;1;20;205.04;205.04;0
ZC428_M598PLEXI-IP54+NZ;ELKOVO;ZC428_M598PLEXI-IP54+NZ;1;20;186.8;186.8;0
ZC454_M598PLEXI-IP54;ELKOVO;ZC454_M598PLEXI-IP54;1;20;148.8;148.8;0
ZC454_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZC454_M598PLEXI-IP54+Dim1-10V;1;20;186.52;186.52;0
ZC454_M598PLEXI-IP54+DimDALI;ELKOVO;ZC454_M598PLEXI-IP54+DimDALI;1;20;196.12;196.12;0
ZC454_M598PLEXI-IP54+DimDSI;ELKOVO;ZC454_M598PLEXI-IP54+DimDSI;1;20;205.04;205.04;0
ZC454_M598PLEXI-IP54+NZ;ELKOVO;ZC454_M598PLEXI-IP54+NZ;1;20;186.8;186.8;0
ZCTCL336_M598PLEXI-IP54;ELKOVO;ZCTCL336_M598PLEXI-IP54;1;20;96.88;96.88;0
ZCTCL336_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZCTCL336_M598PLEXI-IP54+Dim1-10V;1;20;131.16;131.16;0
ZCTCL336_M598PLEXI-IP54+DimDALI;ELKOVO;ZCTCL336_M598PLEXI-IP54+DimDALI;1;20;140.76;140.76;0
ZCTCL336_M598PLEXI-IP54+DimDSI;ELKOVO;ZCTCL336_M598PLEXI-IP54+DimDSI;1;20;149.68;149.68;0
ZCTCL336_M598PLEXI-IP54+NZ;ELKOVO;ZCTCL336_M598PLEXI-IP54+NZ;1;20;134.88;134.88;0
ZCTCL355_M598PLEXI-IP54;ELKOVO;ZCTCL355_M598PLEXI-IP54;1;20;99.28;99.28;0
ZCTCL355_M598PLEXI-IP54+Dim1-10V;ELKOVO;ZCTCL355_M598PLEXI-IP54+Dim1-10V;1;20;137;137;0
ZCTCL355_M598PLEXI-IP54+DimDALI;ELKOVO;ZCTCL355_M598PLEXI-IP54+DimDALI;1;20;143.48;143.48;0
ZCTCL355_M598PLEXI-IP54+DimDSI;ELKOVO;ZCTCL355_M598PLEXI-IP54+DimDSI;1;20;153.08;153.08;0
ZCTCL355_M598PLEXI-IP54+NZ;ELKOVO;ZCTCL355_M598PLEXI-IP54+NZ;1;20;137.28;137.28;0
ZC118_M598OPAL-IP54;ELKOVO;ZC118_M598OPAL-IP54;1;20;72.76;72.76;0
ZC118_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC118_M598OPAL-IP54+Dim1-10V;1;20;88.2;88.2;0
ZC118_M598OPAL-IP54+DimDALI;ELKOVO;ZC118_M598OPAL-IP54+DimDALI;1;20;93.68;93.68;0
ZC118_M598OPAL-IP54+DimDSI;ELKOVO;ZC118_M598OPAL-IP54+DimDSI;1;20;98.12;98.12;0
ZC118_M598OPAL-IP54+NZ;ELKOVO;ZC118_M598OPAL-IP54+NZ;1;20;110.76;110.76;0
ZC218_M598OPAL-IP54;ELKOVO;ZC218_M598OPAL-IP54;1;20;72.76;72.76;0
ZC218_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC218_M598OPAL-IP54+Dim1-10V;1;20;91.64;91.64;0
ZC218_M598OPAL-IP54+DimDALI;ELKOVO;ZC218_M598OPAL-IP54+DimDALI;1;20;96.4;96.4;0
ZC218_M598OPAL-IP54+DimDSI;ELKOVO;ZC218_M598OPAL-IP54+DimDSI;1;20;101.96;101.96;0
ZC218_M598OPAL-IP54+NZ;ELKOVO;ZC218_M598OPAL-IP54+NZ;1;20;110.76;110.76;0
ZC318_M598OPAL-IP54;ELKOVO;ZC318_M598OPAL-IP54;1;20;80.44;80.44;0
ZC318_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC318_M598OPAL-IP54+Dim1-10V;1;20;104.12;104.12;0
ZC318_M598OPAL-IP54+DimDALI;ELKOVO;ZC318_M598OPAL-IP54+DimDALI;1;20;108.76;108.76;0
ZC318_M598OPAL-IP54+DimDSI;ELKOVO;ZC318_M598OPAL-IP54+DimDSI;1;20;121.16;121.16;0
ZC318_M598OPAL-IP54+NZ;ELKOVO;ZC318_M598OPAL-IP54+NZ;1;20;118.44;118.44;0
ZC418_M598OPAL-IP54;ELKOVO;ZC418_M598OPAL-IP54;1;20;80.44;80.44;0
ZC418_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC418_M598OPAL-IP54+Dim1-10V;1;20;104.12;104.12;0
ZC418_M598OPAL-IP54+DimDALI;ELKOVO;ZC418_M598OPAL-IP54+DimDALI;1;20;108.76;108.76;0
ZC418_M598OPAL-IP54+DimDSI;ELKOVO;ZC418_M598OPAL-IP54+DimDSI;1;20;121.16;121.16;0
ZC418_M598OPAL-IP54+NZ;ELKOVO;ZC418_M598OPAL-IP54+NZ;1;20;118.44;118.44;0
ZC136_M598OPAL-IP54;ELKOVO;ZC136_M598OPAL-IP54;1;20;72.76;72.76;0
ZC136_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC136_M598OPAL-IP54+Dim1-10V;1;20;88.2;88.2;0
ZC136_M598OPAL-IP54+DimDALI;ELKOVO;ZC136_M598OPAL-IP54+DimDALI;1;20;93.68;93.68;0
ZC136_M598OPAL-IP54+DimDSI;ELKOVO;ZC136_M598OPAL-IP54+DimDSI;1;20;98.12;98.12;0
ZC136_M598OPAL-IP54+NZ;ELKOVO;ZC136_M598OPAL-IP54+NZ;1;20;110.76;110.76;0
ZC236_M598OPAL-IP54;ELKOVO;ZC236_M598OPAL-IP54;1;20;79.12;79.12;0
ZC236_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC236_M598OPAL-IP54+Dim1-10V;1;20;97.96;97.96;0
ZC236_M598OPAL-IP54+DimDALI;ELKOVO;ZC236_M598OPAL-IP54+DimDALI;1;20;102.72;102.72;0
ZC236_M598OPAL-IP54+DimDSI;ELKOVO;ZC236_M598OPAL-IP54+DimDSI;1;20;108.28;108.28;0
ZC236_M598OPAL-IP54+NZ;ELKOVO;ZC236_M598OPAL-IP54+NZ;1;20;117.12;117.12;0
ZC336_M598OPAL-IP54;ELKOVO;ZC336_M598OPAL-IP54;1;20;142;142;0
ZC336_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC336_M598OPAL-IP54+Dim1-10V;1;20;176.28;176.28;0
ZC336_M598OPAL-IP54+DimDALI;ELKOVO;ZC336_M598OPAL-IP54+DimDALI;1;20;186.52;186.52;0
ZC336_M598OPAL-IP54+DimDSI;ELKOVO;ZC336_M598OPAL-IP54+DimDSI;1;20;196.52;196.52;0
ZC336_M598OPAL-IP54+NZ;ELKOVO;ZC336_M598OPAL-IP54+NZ;1;20;180;180;0
ZC436_M598OPAL-IP54;ELKOVO;ZC436_M598OPAL-IP54;1;20;142;142;0
ZC436_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC436_M598OPAL-IP54+Dim1-10V;1;20;179.72;179.72;0
ZC436_M598OPAL-IP54+DimDALI;ELKOVO;ZC436_M598OPAL-IP54+DimDALI;1;20;186.52;186.52;0
ZC436_M598OPAL-IP54+DimDSI;ELKOVO;ZC436_M598OPAL-IP54+DimDSI;1;20;200.36;200.36;0
ZC436_M598OPAL-IP54+NZ;ELKOVO;ZC436_M598OPAL-IP54+NZ;1;20;180;180;0
ZC114_M598OPAL-IP54;ELKOVO;ZC114_M598OPAL-IP54;1;20;76.88;76.88;0
ZC114_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC114_M598OPAL-IP54+Dim1-10V;1;20;94.04;94.04;0
ZC114_M598OPAL-IP54+DimDALI;ELKOVO;ZC114_M598OPAL-IP54+DimDALI;1;20;98.16;98.16;0
ZC114_M598OPAL-IP54+DimDSI;ELKOVO;ZC114_M598OPAL-IP54+DimDSI;1;20;102.6;102.6;0
ZC114_M598OPAL-IP54+NZ;ELKOVO;ZC114_M598OPAL-IP54+NZ;1;20;114.88;114.88;0
ZC214_M598OPAL-IP54;ELKOVO;ZC214_M598OPAL-IP54;1;20;76.88;76.88;0
ZC214_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC214_M598OPAL-IP54+Dim1-10V;1;20;95.76;95.76;0
ZC214_M598OPAL-IP54+DimDALI;ELKOVO;ZC214_M598OPAL-IP54+DimDALI;1;20;100.56;100.56;0
ZC214_M598OPAL-IP54+DimDSI;ELKOVO;ZC214_M598OPAL-IP54+DimDSI;1;20;105;105;0
ZC214_M598OPAL-IP54+NZ;ELKOVO;ZC214_M598OPAL-IP54+NZ;1;20;114.88;114.88;0
ZC414_M598OPAL-IP54;ELKOVO;ZC414_M598OPAL-IP54;1;20;84.56;84.56;0
ZC414_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC414_M598OPAL-IP54+Dim1-10V;1;20;109.6;109.6;0
ZC414_M598OPAL-IP54+DimDALI;ELKOVO;ZC414_M598OPAL-IP54+DimDALI;1;20;108.92;108.92;0
ZC414_M598OPAL-IP54+DimDSI;ELKOVO;ZC414_M598OPAL-IP54+DimDSI;1;20;125.72;125.72;0
ZC414_M598OPAL-IP54+NZ;ELKOVO;ZC414_M598OPAL-IP54+NZ;1;20;122.56;122.56;0
ZC424_M598OPAL-IP54;ELKOVO;ZC424_M598OPAL-IP54;1;20;87.44;87.44;0
ZC424_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC424_M598OPAL-IP54+Dim1-10V;1;20;115.44;115.44;0
ZC424_M598OPAL-IP54+DimDALI;ELKOVO;ZC424_M598OPAL-IP54+DimDALI;1;20;117.28;117.28;0
ZC424_M598OPAL-IP54+DimDSI;ELKOVO;ZC424_M598OPAL-IP54+DimDSI;1;20;127.88;127.88;0
ZC424_M598OPAL-IP54+NZ;ELKOVO;ZC424_M598OPAL-IP54+NZ;1;20;125.44;125.44;0
ZC128_M598OPAL-IP54;ELKOVO;ZC128_M598OPAL-IP54;1;20;76.88;76.88;0
ZC128_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC128_M598OPAL-IP54+Dim1-10V;1;20;94.04;94.04;0
ZC128_M598OPAL-IP54+DimDALI;ELKOVO;ZC128_M598OPAL-IP54+DimDALI;1;20;98.16;98.16;0
ZC128_M598OPAL-IP54+DimDSI;ELKOVO;ZC128_M598OPAL-IP54+DimDSI;1;20;102.6;102.6;0
ZC128_M598OPAL-IP54+NZ;ELKOVO;ZC128_M598OPAL-IP54+NZ;1;20;114.88;114.88;0
ZC154_M598OPAL-IP54;ELKOVO;ZC154_M598OPAL-IP54;1;20;76.88;76.88;0
ZC154_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC154_M598OPAL-IP54+Dim1-10V;1;20;94.04;94.04;0
ZC154_M598OPAL-IP54+DimDALI;ELKOVO;ZC154_M598OPAL-IP54+DimDALI;1;20;98.16;98.16;0
ZC154_M598OPAL-IP54+DimDSI;ELKOVO;ZC154_M598OPAL-IP54+DimDSI;1;20;102.6;102.6;0
ZC154_M598OPAL-IP54+NZ;ELKOVO;ZC154_M598OPAL-IP54+NZ;1;20;114.88;114.88;0
ZC228_M598OPAL-IP54;ELKOVO;ZC228_M598OPAL-IP54;1;20;83.24;83.24;0
ZC228_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC228_M598OPAL-IP54+Dim1-10V;1;20;102.08;102.08;0
ZC228_M598OPAL-IP54+DimDALI;ELKOVO;ZC228_M598OPAL-IP54+DimDALI;1;20;106.88;106.88;0
ZC228_M598OPAL-IP54+DimDSI;ELKOVO;ZC228_M598OPAL-IP54+DimDSI;1;20;111.36;111.36;0
ZC228_M598OPAL-IP54+NZ;ELKOVO;ZC228_M598OPAL-IP54+NZ;1;20;121.24;121.24;0
ZC254_M598OPAL-IP54;ELKOVO;ZC254_M598OPAL-IP54;1;20;83.24;83.24;0
ZC254_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC254_M598OPAL-IP54+Dim1-10V;1;20;102.08;102.08;0
ZC254_M598OPAL-IP54+DimDALI;ELKOVO;ZC254_M598OPAL-IP54+DimDALI;1;20;106.88;106.88;0
ZC254_M598OPAL-IP54+DimDSI;ELKOVO;ZC254_M598OPAL-IP54+DimDSI;1;20;111.36;111.36;0
ZC254_M598OPAL-IP54+NZ;ELKOVO;ZC254_M598OPAL-IP54+NZ;1;20;121.24;121.24;0
ZC428_M598OPAL-IP54;ELKOVO;ZC428_M598OPAL-IP54;1;20;148.8;148.8;0
ZC428_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC428_M598OPAL-IP54+Dim1-10V;1;20;186.52;186.52;0
ZC428_M598OPAL-IP54+DimDALI;ELKOVO;ZC428_M598OPAL-IP54+DimDALI;1;20;196.12;196.12;0
ZC428_M598OPAL-IP54+DimDSI;ELKOVO;ZC428_M598OPAL-IP54+DimDSI;1;20;205.04;205.04;0
ZC428_M598OPAL-IP54+NZ;ELKOVO;ZC428_M598OPAL-IP54+NZ;1;20;186.8;186.8;0
ZC454_M598OPAL-IP54;ELKOVO;ZC454_M598OPAL-IP54;1;20;148.8;148.8;0
ZC454_M598OPAL-IP54+Dim1-10V;ELKOVO;ZC454_M598OPAL-IP54+Dim1-10V;1;20;186.52;186.52;0
ZC454_M598OPAL-IP54+DimDALI;ELKOVO;ZC454_M598OPAL-IP54+DimDALI;1;20;196.12;196.12;0
ZC454_M598OPAL-IP54+DimDSI;ELKOVO;ZC454_M598OPAL-IP54+DimDSI;1;20;205.04;205.04;0
ZC454_M598OPAL-IP54+NZ;ELKOVO;ZC454_M598OPAL-IP54+NZ;1;20;186.8;186.8;0
ZCTCL336_M598OPAL-IP54;ELKOVO;ZCTCL336_M598OPAL-IP54;1;20;96.88;96.88;0
ZCTCL336_M598OPAL-IP54+Dim1-10V;ELKOVO;ZCTCL336_M598OPAL-IP54+Dim1-10V;1;20;131.16;131.16;0
ZCTCL336_M598OPAL-IP54+DimDALI;ELKOVO;ZCTCL336_M598OPAL-IP54+DimDALI;1;20;140.76;140.76;0
ZCTCL336_M598OPAL-IP54+DimDSI;ELKOVO;ZCTCL336_M598OPAL-IP54+DimDSI;1;20;149.68;149.68;0
ZCTCL336_M598OPAL-IP54+NZ;ELKOVO;ZCTCL336_M598OPAL-IP54+NZ;1;20;134.88;134.88;0
ZCTCL355_M598OPAL-IP54;ELKOVO;ZCTCL355_M598OPAL-IP54;1;20;99.28;99.28;0
ZCTCL355_M598OPAL-IP54+Dim1-10V;ELKOVO;ZCTCL355_M598OPAL-IP54+Dim1-10V;1;20;137;137;0
ZCTCL355_M598OPAL-IP54+DimDALI;ELKOVO;ZCTCL355_M598OPAL-IP54+DimDALI;1;20;143.48;143.48;0
ZCTCL355_M598OPAL-IP54+DimDSI;ELKOVO;ZCTCL355_M598OPAL-IP54+DimDSI;1;20;153.08;153.08;0
ZCTCL355_M598OPAL-IP54+NZ;ELKOVO;ZCTCL355_M598OPAL-IP54+NZ;1;20;137.28;137.28;0
ZC118_M598PLEXI-IP65;ELKOVO;ZC118_M598PLEXI-IP65;1;20;88.24;88.24;0
ZC118_M598PLEXI-IP65+Dim1-10V;ELKOVO;ZC118_M598PLEXI-IP65+Dim1-10V;1;20;103.64;103.64;0
ZC118_M598PLEXI-IP65+DimDALI;ELKOVO;ZC118_M598PLEXI-IP65+DimDALI;1;20;109.16;109.16;0
ZC118_M598PLEXI-IP65+DimDSI;ELKOVO;ZC118_M598PLEXI-IP65+DimDSI;1;20;113.56;113.56;0
ZC118_M598PLEXI-IP65+NZ;ELKOVO;ZC118_M598PLEXI-IP65+NZ;1;20;126.24;126.24;0
ZC218_M598PLEXI-IP65;ELKOVO;ZC218_M598PLEXI-IP65;1;20;88.24;88.24;0
ZC218_M598PLEXI-IP65+Dim1-10V;ELKOVO;ZC218_M598PLEXI-IP65+Dim1-10V;1;20;107.08;107.08;0
ZC218_M598PLEXI-IP65+DimDALI;ELKOVO;ZC218_M598PLEXI-IP65+DimDALI;1;20;111.84;111.84;0
