Produit*_(sp.fk_product);Fournisseur*_(sp.fk_soc);Réf._produit_fournisseur_(sp.ref_fourn);Quantité minimum* (sp.quantity);Taux TVA (sp.tva_tx);Prix quantité min. HT* (sp.price);Prix unitaire HT* (sp.unitprice);Remise par défaut quantité min. (sp.remise_percent)
ZCM100228_W+DimDALI;ELKOVO;ZCM100228_W+DimDALI;1;20;70.12;70.12;0
ZCM100228_W+DimDSI;ELKOVO;ZCM100228_W+DimDSI;1;20;74.6;74.6;0
ZCM100228_W+NZ;ELKOVO;ZCM100228_W+NZ;1;20;84.48;84.48;0
ZCM100254_W;ELKOVO;ZCM100254_W;1;20;46.48;46.48;0
ZCM100254_W+Dim1-10V;ELKOVO;ZCM100254_W+Dim1-10V;1;20;65.32;65.32;0
ZCM100254_W+DimDALI;ELKOVO;ZCM100254_W+DimDALI;1;20;70.12;70.12;0
ZCM100254_W+DimDSI;ELKOVO;ZCM100254_W+DimDSI;1;20;74.6;74.6;0
ZCM100254_W+NZ;ELKOVO;ZCM100254_W+NZ;1;20;84.48;84.48;0
ZCM100135_W;ELKOVO;ZCM100135_W;1;20;48.4;48.4;0
ZCM100135_W+Dim1-10V;ELKOVO;ZCM100135_W+Dim1-10V;1;20;65.52;65.52;0
ZCM100135_W+DimDALI;ELKOVO;ZCM100135_W+DimDALI;1;20;69.64;69.64;0
ZCM100135_W+DimDSI;ELKOVO;ZCM100135_W+DimDSI;1;20;74.12;74.12;0
ZCM100135_W+NZ;ELKOVO;ZCM100135_W+NZ;1;20;86.4;86.4;0
ZCM100149_W;ELKOVO;ZCM100149_W;1;20;48.4;48.4;0
ZCM100149_W+Dim1-10V;ELKOVO;ZCM100149_W+Dim1-10V;1;20;65.52;65.52;0
ZCM100149_W+DimDALI;ELKOVO;ZCM100149_W+DimDALI;1;20;69.64;69.64;0
ZCM100149_W+DimDSI;ELKOVO;ZCM100149_W+DimDSI;1;20;74.12;74.12;0
ZCM100149_W+NZ;ELKOVO;ZCM100149_W+NZ;1;20;86.4;86.4;0
ZCM100180_W;ELKOVO;ZCM100180_W;1;20;50;50;0
ZCM100180_W+Dim1-10V;ELKOVO;ZCM100180_W+Dim1-10V;1;20;67.16;67.16;0
ZCM100180_W+DimDALI;ELKOVO;ZCM100180_W+DimDALI;1;20;73.32;73.32;0
ZCM100180_W+DimDSI;ELKOVO;ZCM100180_W+DimDSI;1;20;79.16;79.16;0
ZCM100180_W+NZ;ELKOVO;ZCM100180_W+NZ;1;20;88;88;0
ZCM100235_W;ELKOVO;ZCM100235_W;1;20;52.72;52.72;0
ZCM100235_W+Dim1-10V;ELKOVO;ZCM100235_W+Dim1-10V;1;20;71.56;71.56;0
ZCM100235_W+DimDALI;ELKOVO;ZCM100235_W+DimDALI;1;20;76.36;76.36;0
ZCM100235_W+DimDSI;ELKOVO;ZCM100235_W+DimDSI;1;20;80.84;80.84;0
ZCM100235_W+NZ;ELKOVO;ZCM100235_W+NZ;1;20;90.72;90.72;0
ZCM100249_W;ELKOVO;ZCM100249_W;1;20;52.72;52.72;0
ZCM100249_W+Dim1-10V;ELKOVO;ZCM100249_W+Dim1-10V;1;20;71.56;71.56;0
ZCM100249_W+DimDALI;ELKOVO;ZCM100249_W+DimDALI;1;20;76.36;76.36;0
ZCM100249_W+DimDSI;ELKOVO;ZCM100249_W+DimDSI;1;20;80.84;80.84;0
ZCM100249_W+NZ;ELKOVO;ZCM100249_W+NZ;1;20;90.72;90.72;0
ZCM100280_W;ELKOVO;ZCM100280_W;1;20;59.44;59.44;0
ZCM100280_W+Dim1-10V;ELKOVO;ZCM100280_W+Dim1-10V;1;20;86.48;86.48;0
ZCM100280_W+DimDALI;ELKOVO;ZCM100280_W+DimDALI;1;20;88.24;88.24;0
ZCM100280_W+DimDSI;ELKOVO;ZCM100280_W+DimDSI;1;20;88.56;88.56;0
ZCM100280_W+NZ;ELKOVO;ZCM100280_W+NZ;1;20;97.44;97.44;0
ZCM100128_LV;ELKOVO;ZCM100128_LV;1;20;45.32;45.32;0
ZCM100128_LV+Dim1-10V;ELKOVO;ZCM100128_LV+Dim1-10V;1;20;62.44;62.44;0
ZCM100128_LV+DimDALI;ELKOVO;ZCM100128_LV+DimDALI;1;20;66.56;66.56;0
ZCM100128_LV+DimDSI;ELKOVO;ZCM100128_LV+DimDSI;1;20;71.04;71.04;0
ZCM100128_LV+NZ;ELKOVO;ZCM100128_LV+NZ;1;20;83.32;83.32;0
ZCM100154_LV;ELKOVO;ZCM100154_LV;1;20;45.32;45.32;0
ZCM100154_LV+Dim1-10V;ELKOVO;ZCM100154_LV+Dim1-10V;1;20;62.44;62.44;0
ZCM100154_LV+DimDALI;ELKOVO;ZCM100154_LV+DimDALI;1;20;66.56;66.56;0
ZCM100154_LV+DimDSI;ELKOVO;ZCM100154_LV+DimDSI;1;20;71.04;71.04;0
ZCM100154_LV+NZ;ELKOVO;ZCM100154_LV+NZ;1;20;83.32;83.32;0
ZCM100228_LV;ELKOVO;ZCM100228_LV;1;20;46.96;46.96;0
ZCM100228_LV+Dim1-10V;ELKOVO;ZCM100228_LV+Dim1-10V;1;20;65.8;65.8;0
ZCM100228_LV+DimDALI;ELKOVO;ZCM100228_LV+DimDALI;1;20;70.6;70.6;0
ZCM100228_LV+DimDSI;ELKOVO;ZCM100228_LV+DimDSI;1;20;75.08;75.08;0
ZCM100228_LV+NZ;ELKOVO;ZCM100228_LV+NZ;1;20;84.96;84.96;0
ZCM100254_LV;ELKOVO;ZCM100254_LV;1;20;46.96;46.96;0
ZCM100254_LV+Dim1-10V;ELKOVO;ZCM100254_LV+Dim1-10V;1;20;65.8;65.8;0
ZCM100254_LV+DimDALI;ELKOVO;ZCM100254_LV+DimDALI;1;20;70.6;70.6;0
ZCM100254_LV+DimDSI;ELKOVO;ZCM100254_LV+DimDSI;1;20;75.08;75.08;0
ZCM100254_LV+NZ;ELKOVO;ZCM100254_LV+NZ;1;20;84.96;84.96;0
ZCM100135_LV;ELKOVO;ZCM100135_LV;1;20;51.08;51.08;0
ZCM100135_LV+Dim1-10V;ELKOVO;ZCM100135_LV+Dim1-10V;1;20;68.2;68.2;0
ZCM100135_LV+DimDALI;ELKOVO;ZCM100135_LV+DimDALI;1;20;72.32;72.32;0
ZCM100135_LV+DimDSI;ELKOVO;ZCM100135_LV+DimDSI;1;20;76.8;76.8;0
ZCM100135_LV+NZ;ELKOVO;ZCM100135_LV+NZ;1;20;89.08;89.08;0
ZCM100149_LV;ELKOVO;ZCM100149_LV;1;20;51.08;51.08;0
ZCM100149_LV+Dim1-10V;ELKOVO;ZCM100149_LV+Dim1-10V;1;20;68.2;68.2;0
ZCM100149_LV+DimDALI;ELKOVO;ZCM100149_LV+DimDALI;1;20;72.32;72.32;0
ZCM100149_LV+DimDSI;ELKOVO;ZCM100149_LV+DimDSI;1;20;76.8;76.8;0
ZCM100149_LV+NZ;ELKOVO;ZCM100149_LV+NZ;1;20;89.08;89.08;0
ZCM100180_LV;ELKOVO;ZCM100180_LV;1;20;52.8;52.8;0
ZCM100180_LV+Dim1-10V;ELKOVO;ZCM100180_LV+Dim1-10V;1;20;69.96;69.96;0
ZCM100180_LV+DimDALI;ELKOVO;ZCM100180_LV+DimDALI;1;20;76.12;76.12;0
ZCM100180_LV+DimDSI;ELKOVO;ZCM100180_LV+DimDSI;1;20;81.96;81.96;0
ZCM100180_LV+NZ;ELKOVO;ZCM100180_LV+NZ;1;20;90.8;90.8;0
ZCM100235_LV;ELKOVO;ZCM100235_LV;1;20;53;53;0
ZCM100235_LV+Dim1-10V;ELKOVO;ZCM100235_LV+Dim1-10V;1;20;71.84;71.84;0
ZCM100235_LV+DimDALI;ELKOVO;ZCM100235_LV+DimDALI;1;20;76.64;76.64;0
ZCM100235_LV+DimDSI;ELKOVO;ZCM100235_LV+DimDSI;1;20;81.12;81.12;0
ZCM100235_LV+NZ;ELKOVO;ZCM100235_LV+NZ;1;20;91;91;0
ZCM100249_LV;ELKOVO;ZCM100249_LV;1;20;53;53;0
ZCM100249_LV+Dim1-10V;ELKOVO;ZCM100249_LV+Dim1-10V;1;20;71.84;71.84;0
ZCM100249_LV+DimDALI;ELKOVO;ZCM100249_LV+DimDALI;1;20;76.64;76.64;0
ZCM100249_LV+DimDSI;ELKOVO;ZCM100249_LV+DimDSI;1;20;81.12;81.12;0
ZCM100249_LV+NZ;ELKOVO;ZCM100249_LV+NZ;1;20;91;91;0
ZCM100280_LV;ELKOVO;ZCM100280_LV;1;20;59.72;59.72;0
ZCM100280_LV+Dim1-10V;ELKOVO;ZCM100280_LV+Dim1-10V;1;20;86.8;86.8;0
ZCM100280_LV+DimDALI;ELKOVO;ZCM100280_LV+DimDALI;1;20;88.52;88.52;0
ZCM100280_LV+DimDSI;ELKOVO;ZCM100280_LV+DimDSI;1;20;88.84;88.84;0
ZCM100280_LV+NZ;ELKOVO;ZCM100280_LV+NZ;1;20;97.72;97.72;0
ZCM100128_LOS;ELKOVO;ZCM100128_LOS;1;20;48.88;48.88;0
ZCM100128_LOS+Dim1-10V;ELKOVO;ZCM100128_LOS+Dim1-10V;1;20;66;66;0
ZCM100128_LOS+DimDALI;ELKOVO;ZCM100128_LOS+DimDALI;1;20;70.12;70.12;0
ZCM100128_LOS+DimDSI;ELKOVO;ZCM100128_LOS+DimDSI;1;20;74.6;74.6;0
ZCM100128_LOS+NZ;ELKOVO;ZCM100128_LOS+NZ;1;20;86.88;86.88;0
ZCM100154_LOS;ELKOVO;ZCM100154_LOS;1;20;48.88;48.88;0
ZCM100154_LOS+Dim1-10V;ELKOVO;ZCM100154_LOS+Dim1-10V;1;20;66;66;0
ZCM100154_LOS+DimDALI;ELKOVO;ZCM100154_LOS+DimDALI;1;20;70.12;70.12;0
ZCM100154_LOS+DimDSI;ELKOVO;ZCM100154_LOS+DimDSI;1;20;74.6;74.6;0
ZCM100154_LOS+NZ;ELKOVO;ZCM100154_LOS+NZ;1;20;86.88;86.88;0
ZCM100228_LOS;ELKOVO;ZCM100228_LOS;1;20;51.92;51.92;0
ZCM100228_LOS+Dim1-10V;ELKOVO;ZCM100228_LOS+Dim1-10V;1;20;70.8;70.8;0
ZCM100228_LOS+DimDALI;ELKOVO;ZCM100228_LOS+DimDALI;1;20;75.6;75.6;0
ZCM100228_LOS+DimDSI;ELKOVO;ZCM100228_LOS+DimDSI;1;20;80.04;80.04;0
ZCM100228_LOS+NZ;ELKOVO;ZCM100228_LOS+NZ;1;20;89.92;89.92;0
ZCM100254_LOS;ELKOVO;ZCM100254_LOS;1;20;51.92;51.92;0
ZCM100254_LOS+Dim1-10V;ELKOVO;ZCM100254_LOS+Dim1-10V;1;20;70.8;70.8;0
ZCM100254_LOS+DimDALI;ELKOVO;ZCM100254_LOS+DimDALI;1;20;75.6;75.6;0
ZCM100254_LOS+DimDSI;ELKOVO;ZCM100254_LOS+DimDSI;1;20;80.04;80.04;0
ZCM100254_LOS+NZ;ELKOVO;ZCM100254_LOS+NZ;1;20;89.92;89.92;0
ZCM100135_LOS;ELKOVO;ZCM100135_LOS;1;20;54.92;54.92;0
ZCM100135_LOS+Dim1-10V;ELKOVO;ZCM100135_LOS+Dim1-10V;1;20;72.04;72.04;0
ZCM100135_LOS+DimDALI;ELKOVO;ZCM100135_LOS+DimDALI;1;20;76.16;76.16;0
ZCM100135_LOS+DimDSI;ELKOVO;ZCM100135_LOS+DimDSI;1;20;80.64;80.64;0
ZCM100135_LOS+NZ;ELKOVO;ZCM100135_LOS+NZ;1;20;92.92;92.92;0
ZCM100149_LOS;ELKOVO;ZCM100149_LOS;1;20;54.92;54.92;0
ZCM100149_LOS+Dim1-10V;ELKOVO;ZCM100149_LOS+Dim1-10V;1;20;72.04;72.04;0
ZCM100149_LOS+DimDALI;ELKOVO;ZCM100149_LOS+DimDALI;1;20;76.16;76.16;0
ZCM100149_LOS+DimDSI;ELKOVO;ZCM100149_LOS+DimDSI;1;20;80.64;80.64;0
ZCM100149_LOS+NZ;ELKOVO;ZCM100149_LOS+NZ;1;20;92.92;92.92;0
ZCM100180_LOS;ELKOVO;ZCM100180_LOS;1;20;56.64;56.64;0
ZCM100180_LOS+Dim1-10V;ELKOVO;ZCM100180_LOS+Dim1-10V;1;20;73.8;73.8;0
ZCM100180_LOS+DimDALI;ELKOVO;ZCM100180_LOS+DimDALI;1;20;79.96;79.96;0
ZCM100180_LOS+DimDSI;ELKOVO;ZCM100180_LOS+DimDSI;1;20;85.8;85.8;0
ZCM100180_LOS+NZ;ELKOVO;ZCM100180_LOS+NZ;1;20;94.64;94.64;0
ZCM100235_LOS;ELKOVO;ZCM100235_LOS;1;20;58;58;0
ZCM100235_LOS+Dim1-10V;ELKOVO;ZCM100235_LOS+Dim1-10V;1;20;76.84;76.84;0
ZCM100235_LOS+DimDALI;ELKOVO;ZCM100235_LOS+DimDALI;1;20;81.64;81.64;0
ZCM100235_LOS+DimDSI;ELKOVO;ZCM100235_LOS+DimDSI;1;20;86.12;86.12;0
ZCM100235_LOS+NZ;ELKOVO;ZCM100235_LOS+NZ;1;20;96;96;0
ZCM100249_LOS;ELKOVO;ZCM100249_LOS;1;20;58;58;0
ZCM100249_LOS+Dim1-10V;ELKOVO;ZCM100249_LOS+Dim1-10V;1;20;76.84;76.84;0
ZCM100249_LOS+DimDALI;ELKOVO;ZCM100249_LOS+DimDALI;1;20;81.64;81.64;0
ZCM100249_LOS+DimDSI;ELKOVO;ZCM100249_LOS+DimDSI;1;20;86.12;86.12;0
ZCM100249_LOS+NZ;ELKOVO;ZCM100249_LOS+NZ;1;20;96;96;0
ZCM100280_LOS;ELKOVO;ZCM100280_LOS;1;20;64.72;64.72;0
ZCM100280_LOS+Dim1-10V;ELKOVO;ZCM100280_LOS+Dim1-10V;1;20;91.76;91.76;0
ZCM100280_LOS+DimDALI;ELKOVO;ZCM100280_LOS+DimDALI;1;20;93.52;93.52;0
ZCM100280_LOS+DimDSI;ELKOVO;ZCM100280_LOS+DimDSI;1;20;93.84;93.84;0
ZCM100280_LOS+NZ;ELKOVO;ZCM100280_LOS+NZ;1;20;102.72;102.72;0
ZCM100128_MIKRO;ELKOVO;ZCM100128_MIKRO;1;20;69.68;69.68;0
ZCM100128_MIKRO+Dim1-10V;ELKOVO;ZCM100128_MIKRO+Dim1-10V;1;20;86.84;86.84;0
ZCM100128_MIKRO+DimDALI;ELKOVO;ZCM100128_MIKRO+DimDALI;1;20;90.96;90.96;0
ZCM100128_MIKRO+DimDSI;ELKOVO;ZCM100128_MIKRO+DimDSI;1;20;95.4;95.4;0
ZCM100128_MIKRO+NZ;ELKOVO;ZCM100128_MIKRO+NZ;1;20;107.68;107.68;0
ZCM100154_MIKRO;ELKOVO;ZCM100154_MIKRO;1;20;69.68;69.68;0
ZCM100154_MIKRO+Dim1-10V;ELKOVO;ZCM100154_MIKRO+Dim1-10V;1;20;86.84;86.84;0
ZCM100154_MIKRO+DimDALI;ELKOVO;ZCM100154_MIKRO+DimDALI;1;20;90.96;90.96;0
ZCM100154_MIKRO+DimDSI;ELKOVO;ZCM100154_MIKRO+DimDSI;1;20;95.4;95.4;0
ZCM100154_MIKRO+NZ;ELKOVO;ZCM100154_MIKRO+NZ;1;20;107.68;107.68;0
ZCM100228_MIKRO;ELKOVO;ZCM100228_MIKRO;1;20;82.64;82.64;0
ZCM100228_MIKRO+Dim1-10V;ELKOVO;ZCM100228_MIKRO+Dim1-10V;1;20;101.52;101.52;0
ZCM100228_MIKRO+DimDALI;ELKOVO;ZCM100228_MIKRO+DimDALI;1;20;106.32;106.32;0
ZCM100228_MIKRO+DimDSI;ELKOVO;ZCM100228_MIKRO+DimDSI;1;20;110.76;110.76;0
ZCM100228_MIKRO+NZ;ELKOVO;ZCM100228_MIKRO+NZ;1;20;120.64;120.64;0
ZCM100254_MIKRO;ELKOVO;ZCM100254_MIKRO;1;20;82.64;82.64;0
ZCM100254_MIKRO+Dim1-10V;ELKOVO;ZCM100254_MIKRO+Dim1-10V;1;20;101.52;101.52;0
ZCM100254_MIKRO+DimDALI;ELKOVO;ZCM100254_MIKRO+DimDALI;1;20;106.32;106.32;0
ZCM100254_MIKRO+DimDSI;ELKOVO;ZCM100254_MIKRO+DimDSI;1;20;110.76;110.76;0
ZCM100254_MIKRO+NZ;ELKOVO;ZCM100254_MIKRO+NZ;1;20;120.64;120.64;0
ZCM100135_MIKRO;ELKOVO;ZCM100135_MIKRO;1;20;78.92;78.92;0
ZCM100135_MIKRO+Dim1-10V;ELKOVO;ZCM100135_MIKRO+Dim1-10V;1;20;96.04;96.04;0
ZCM100135_MIKRO+DimDALI;ELKOVO;ZCM100135_MIKRO+DimDALI;1;20;100.16;100.16;0
ZCM100135_MIKRO+DimDSI;ELKOVO;ZCM100135_MIKRO+DimDSI;1;20;104.64;104.64;0
ZCM100135_MIKRO+NZ;ELKOVO;ZCM100135_MIKRO+NZ;1;20;116.92;116.92;0
ZCM100149_MIKRO;ELKOVO;ZCM100149_MIKRO;1;20;78.92;78.92;0
ZCM100149_MIKRO+Dim1-10V;ELKOVO;ZCM100149_MIKRO+Dim1-10V;1;20;96.04;96.04;0
ZCM100149_MIKRO+DimDALI;ELKOVO;ZCM100149_MIKRO+DimDALI;1;20;100.16;100.16;0
ZCM100149_MIKRO+DimDSI;ELKOVO;ZCM100149_MIKRO+DimDSI;1;20;104.64;104.64;0
ZCM100149_MIKRO+NZ;ELKOVO;ZCM100149_MIKRO+NZ;1;20;116.92;116.92;0
ZCM100180_MIKRO;ELKOVO;ZCM100180_MIKRO;1;20;80.64;80.64;0
ZCM100180_MIKRO+Dim1-10V;ELKOVO;ZCM100180_MIKRO+Dim1-10V;1;20;97.8;97.8;0
ZCM100180_MIKRO+DimDALI;ELKOVO;ZCM100180_MIKRO+DimDALI;1;20;103.96;103.96;0
ZCM100180_MIKRO+DimDSI;ELKOVO;ZCM100180_MIKRO+DimDSI;1;20;109.8;109.8;0
ZCM100180_MIKRO+NZ;ELKOVO;ZCM100180_MIKRO+NZ;1;20;118.64;118.64;0
ZCM100235_MIKRO;ELKOVO;ZCM100235_MIKRO;1;20;103.28;103.28;0
ZCM100235_MIKRO+Dim1-10V;ELKOVO;ZCM100235_MIKRO+Dim1-10V;1;20;122.16;122.16;0
ZCM100235_MIKRO+DimDALI;ELKOVO;ZCM100235_MIKRO+DimDALI;1;20;126.96;126.96;0
ZCM100235_MIKRO+DimDSI;ELKOVO;ZCM100235_MIKRO+DimDSI;1;20;131.4;131.4;0
ZCM100235_MIKRO+NZ;ELKOVO;ZCM100235_MIKRO+NZ;1;20;141.28;141.28;0
ZCM100249_MIKRO;ELKOVO;ZCM100249_MIKRO;1;20;103.28;103.28;0
ZCM100249_MIKRO+Dim1-10V;ELKOVO;ZCM100249_MIKRO+Dim1-10V;1;20;122.16;122.16;0
ZCM100249_MIKRO+DimDALI;ELKOVO;ZCM100249_MIKRO+DimDALI;1;20;126.96;126.96;0
ZCM100249_MIKRO+DimDSI;ELKOVO;ZCM100249_MIKRO+DimDSI;1;20;131.4;131.4;0
ZCM100249_MIKRO+NZ;ELKOVO;ZCM100249_MIKRO+NZ;1;20;141.28;141.28;0
ZCM100280_MIKRO;ELKOVO;ZCM100280_MIKRO;1;20;110;110;0
ZCM100280_MIKRO+Dim1-10V;ELKOVO;ZCM100280_MIKRO+Dim1-10V;1;20;137.08;137.08;0
ZCM100280_MIKRO+DimDALI;ELKOVO;ZCM100280_MIKRO+DimDALI;1;20;138.8;138.8;0
ZCM100280_MIKRO+DimDSI;ELKOVO;ZCM100280_MIKRO+DimDSI;1;20;139.16;139.16;0
ZCM100280_MIKRO+NZ;ELKOVO;ZCM100280_MIKRO+NZ;1;20;148;148;0
ZCM100128_PLEXI;ELKOVO;ZCM100128_PLEXI;1;20;50.48;50.48;0
ZCM100128_PLEXI+Dim1-10V;ELKOVO;ZCM100128_PLEXI+Dim1-10V;1;20;67.64;67.64;0
ZCM100128_PLEXI+DimDALI;ELKOVO;ZCM100128_PLEXI+DimDALI;1;20;71.76;71.76;0
ZCM100128_PLEXI+DimDSI;ELKOVO;ZCM100128_PLEXI+DimDSI;1;20;76.2;76.2;0
ZCM100128_PLEXI+NZ;ELKOVO;ZCM100128_PLEXI+NZ;1;20;88.48;88.48;0
ZCM100154_PLEXI;ELKOVO;ZCM100154_PLEXI;1;20;50.48;50.48;0
ZCM100154_PLEXI+Dim1-10V;ELKOVO;ZCM100154_PLEXI+Dim1-10V;1;20;67.64;67.64;0
ZCM100154_PLEXI+DimDALI;ELKOVO;ZCM100154_PLEXI+DimDALI;1;20;71.76;71.76;0
ZCM100154_PLEXI+DimDSI;ELKOVO;ZCM100154_PLEXI+DimDSI;1;20;76.2;76.2;0
ZCM100154_PLEXI+NZ;ELKOVO;ZCM100154_PLEXI+NZ;1;20;88.48;88.48;0
ZCM100228_PLEXI;ELKOVO;ZCM100228_PLEXI;1;20;53.84;53.84;0
ZCM100228_PLEXI+Dim1-10V;ELKOVO;ZCM100228_PLEXI+Dim1-10V;1;20;72.72;72.72;0
ZCM100228_PLEXI+DimDALI;ELKOVO;ZCM100228_PLEXI+DimDALI;1;20;77.52;77.52;0
ZCM100228_PLEXI+DimDSI;ELKOVO;ZCM100228_PLEXI+DimDSI;1;20;81.96;81.96;0
ZCM100228_PLEXI+NZ;ELKOVO;ZCM100228_PLEXI+NZ;1;20;91.84;91.84;0
ZCM100254_PLEXI;ELKOVO;ZCM100254_PLEXI;1;20;53.84;53.84;0
ZCM100254_PLEXI+Dim1-10V;ELKOVO;ZCM100254_PLEXI+Dim1-10V;1;20;72.72;72.72;0
ZCM100254_PLEXI+DimDALI;ELKOVO;ZCM100254_PLEXI+DimDALI;1;20;77.52;77.52;0
ZCM100254_PLEXI+DimDSI;ELKOVO;ZCM100254_PLEXI+DimDSI;1;20;81.96;81.96;0
ZCM100254_PLEXI+NZ;ELKOVO;ZCM100254_PLEXI+NZ;1;20;91.84;91.84;0
ZCM100135_PLEXI;ELKOVO;ZCM100135_PLEXI;1;20;56.84;56.84;0
ZCM100135_PLEXI+Dim1-10V;ELKOVO;ZCM100135_PLEXI+Dim1-10V;1;20;73.96;73.96;0
ZCM100135_PLEXI+DimDALI;ELKOVO;ZCM100135_PLEXI+DimDALI;1;20;78.08;78.08;0
ZCM100135_PLEXI+DimDSI;ELKOVO;ZCM100135_PLEXI+DimDSI;1;20;82.56;82.56;0
ZCM100135_PLEXI+NZ;ELKOVO;ZCM100135_PLEXI+NZ;1;20;94.84;94.84;0
ZCM100149_PLEXI;ELKOVO;ZCM100149_PLEXI;1;20;56.84;56.84;0
ZCM100149_PLEXI+Dim1-10V;ELKOVO;ZCM100149_PLEXI+Dim1-10V;1;20;73.96;73.96;0
ZCM100149_PLEXI+DimDALI;ELKOVO;ZCM100149_PLEXI+DimDALI;1;20;78.08;78.08;0
ZCM100149_PLEXI+DimDSI;ELKOVO;ZCM100149_PLEXI+DimDSI;1;20;82.56;82.56;0
ZCM100149_PLEXI+NZ;ELKOVO;ZCM100149_PLEXI+NZ;1;20;94.84;94.84;0
ZCM100180_PLEXI;ELKOVO;ZCM100180_PLEXI;1;20;58.56;58.56;0
ZCM100180_PLEXI+Dim1-10V;ELKOVO;ZCM100180_PLEXI+Dim1-10V;1;20;75.72;75.72;0
ZCM100180_PLEXI+DimDALI;ELKOVO;ZCM100180_PLEXI+DimDALI;1;20;81.88;81.88;0
ZCM100180_PLEXI+DimDSI;ELKOVO;ZCM100180_PLEXI+DimDSI;1;20;87.72;87.72;0
ZCM100180_PLEXI+NZ;ELKOVO;ZCM100180_PLEXI+NZ;1;20;96.56;96.56;0
ZCM100235_PLEXI;ELKOVO;ZCM100235_PLEXI;1;20;60.08;60.08;0
ZCM100235_PLEXI+Dim1-10V;ELKOVO;ZCM100235_PLEXI+Dim1-10V;1;20;78.96;78.96;0
ZCM100235_PLEXI+DimDALI;ELKOVO;ZCM100235_PLEXI+DimDALI;1;20;83.76;83.76;0
ZCM100235_PLEXI+DimDSI;ELKOVO;ZCM100235_PLEXI+DimDSI;1;20;88.2;88.2;0
ZCM100235_PLEXI+NZ;ELKOVO;ZCM100235_PLEXI+NZ;1;20;98.08;98.08;0
ZCM100249_PLEXI;ELKOVO;ZCM100249_PLEXI;1;20;60.08;60.08;0
ZCM100249_PLEXI+Dim1-10V;ELKOVO;ZCM100249_PLEXI+Dim1-10V;1;20;78.96;78.96;0
ZCM100249_PLEXI+DimDALI;ELKOVO;ZCM100249_PLEXI+DimDALI;1;20;83.76;83.76;0
ZCM100249_PLEXI+DimDSI;ELKOVO;ZCM100249_PLEXI+DimDSI;1;20;88.2;88.2;0
ZCM100249_PLEXI+NZ;ELKOVO;ZCM100249_PLEXI+NZ;1;20;98.08;98.08;0
ZCM100280_PLEXI;ELKOVO;ZCM100280_PLEXI;1;20;66.8;66.8;0
ZCM100280_PLEXI+Dim1-10V;ELKOVO;ZCM100280_PLEXI+Dim1-10V;1;20;93.88;93.88;0
ZCM100280_PLEXI+DimDALI;ELKOVO;ZCM100280_PLEXI+DimDALI;1;20;95.6;95.6;0
ZCM100280_PLEXI+DimDSI;ELKOVO;ZCM100280_PLEXI+DimDSI;1;20;95.96;95.96;0
ZCM100280_PLEXI+NZ;ELKOVO;ZCM100280_PLEXI+NZ;1;20;104.8;104.8;0
ZCM100128_OPAL;ELKOVO;ZCM100128_OPAL;1;20;50.48;50.48;0
ZCM100128_OPAL+Dim1-10V;ELKOVO;ZCM100128_OPAL+Dim1-10V;1;20;67.64;67.64;0
ZCM100128_OPAL+DimDALI;ELKOVO;ZCM100128_OPAL+DimDALI;1;20;71.76;71.76;0
ZCM100128_OPAL+DimDSI;ELKOVO;ZCM100128_OPAL+DimDSI;1;20;76.2;76.2;0
ZCM100128_OPAL+NZ;ELKOVO;ZCM100128_OPAL+NZ;1;20;88.48;88.48;0
ZCM100154_OPAL;ELKOVO;ZCM100154_OPAL;1;20;50.48;50.48;0
ZCM100154_OPAL+Dim1-10V;ELKOVO;ZCM100154_OPAL+Dim1-10V;1;20;67.64;67.64;0
ZCM100154_OPAL+DimDALI;ELKOVO;ZCM100154_OPAL+DimDALI;1;20;71.76;71.76;0
ZCM100154_OPAL+DimDSI;ELKOVO;ZCM100154_OPAL+DimDSI;1;20;76.2;76.2;0
ZCM100154_OPAL+NZ;ELKOVO;ZCM100154_OPAL+NZ;1;20;88.48;88.48;0
ZCM100228_OPAL;ELKOVO;ZCM100228_OPAL;1;20;53.84;53.84;0
ZCM100228_OPAL+Dim1-10V;ELKOVO;ZCM100228_OPAL+Dim1-10V;1;20;72.72;72.72;0
ZCM100228_OPAL+DimDALI;ELKOVO;ZCM100228_OPAL+DimDALI;1;20;77.52;77.52;0
ZCM100228_OPAL+DimDSI;ELKOVO;ZCM100228_OPAL+DimDSI;1;20;81.96;81.96;0
ZCM100228_OPAL+NZ;ELKOVO;ZCM100228_OPAL+NZ;1;20;91.84;91.84;0
ZCM100254_OPAL;ELKOVO;ZCM100254_OPAL;1;20;53.84;53.84;0
ZCM100254_OPAL+Dim1-10V;ELKOVO;ZCM100254_OPAL+Dim1-10V;1;20;72.72;72.72;0
ZCM100254_OPAL+DimDALI;ELKOVO;ZCM100254_OPAL+DimDALI;1;20;77.52;77.52;0
ZCM100254_OPAL+DimDSI;ELKOVO;ZCM100254_OPAL+DimDSI;1;20;81.96;81.96;0
ZCM100254_OPAL+NZ;ELKOVO;ZCM100254_OPAL+NZ;1;20;91.84;91.84;0
ZCM100135_OPAL;ELKOVO;ZCM100135_OPAL;1;20;56.84;56.84;0
ZCM100135_OPAL+Dim1-10V;ELKOVO;ZCM100135_OPAL+Dim1-10V;1;20;73.96;73.96;0
